#,IMAGE FILENAME,AUTHOR,CAPTION
884,Rh_api_leaves6.JPG,NC Duke,Leaf characteristics and shape
885,Rh_api_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
886,Rh_api_siloB.jpg,Deirdre Bean,Silohuette of growth habit
887,Rh_api_stembase3.jpg,NC Duke,Stembase characteristics
888,Rh_api_tree5.JPG,NC Duke,Tree form
889,Rh_bre_diag6A.jpg,NC Duke,Diagnostic feature
890,Rh_bre_diag6C.jpg,NC Duke,Diagnostic feature
891,Rh_bre_distribW2.jpg,NC Duke,Distribution in the world
892,Rh_bre_flower1.JPG,NC Duke,Flower features
893,Rh_bre_flower3.JPG,NC Duke,Flower features
894,Rh_bre_flower6A.jpg,NC Duke,Flower features
895,Rh_bre_flower7A.jpg,NC Duke,Flower features
896,Rh_bre_leaves1.JPG,NC Duke,Leaf characteristics and shape
897,Rh_bre_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
898,Rh_bre_siloB.jpg,Deirdre Bean,Silohuette of growth habit
899,Rh_har_diag6A.jpg,NC Duke,Diagnostic feature
900,Rh_har_diag7A.jpg,NC Duke,Diagnostic feature
901,Rh_har_distribW2.jpg,NC Duke,Distribution in the world
902,Rh_har_flower1.JPG,NC Duke,Flower features
903,Rh_har_flower2.jpg,NC Duke,Flower features
904,Rh_har_flower6A.jpg,NC Duke,Flower features
905,Rh_har_fruit6B.jpg,NC Duke,Fruit or propagule
906,Rh_har_leaves1.JPG,NC Duke,Leaf characteristics and shape
907,Rh_har_leaves2.JPG,NC Duke,Leaf characteristics and shape
908,Rh_har_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
909,Rh_har_siloB.jpg,Deirdre Bean,Silohuette of growth habit
910,Rh_har_tree1.JPG,NC Duke,Tree form
911,Rh_har_tree6A.jpg,NC Duke,Tree form
912,Rh_lam_bark2.jpg,NC Duke,Bark characteristics
913,Rh_lam_diag1.JPG,NC Duke,Diagnostic feature
914,Rh_lam_diag11.JPG,NC Duke,Diagnostic feature
915,Rh_lam_distribW2.jpg,NC Duke,Distribution in the world
916,Rh_lam_flower1.jpg,NC Duke,Flower features
917,Rh_lam_flower2.JPG,NC Duke,Flower features
918,Rh_lam_flower3.JPG,NC Duke,Flower features
919,Rh_lam_flower21.jpg,NC Duke,Flower features
920,Rh_lam_leaves4.JPG,NC Duke,Leaf characteristics and shape
921,Rh_lam_leaves7.JPG,NC Duke,Leaf characteristics and shape
922,Rh_lam_leaves11.jpg,NC Duke,Leaf characteristics and shape
923,Rh_lam_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
924,Rh_lam_siloB.jpg,Deirdre Bean,Silohuette of growth habit
925,Rh_lam_tree1.JPG,NC Duke,Tree form
926,Rh_man_bark5.JPG,NC Duke,Bark characteristics
927,Rh_man_diag6.JPG,NC Duke,Diagnostic feature
928,Rh_man_diag24.JPG,NC Duke,Diagnostic feature
929,Rh_man_distribW2.jpg,NC Duke,Distribution in the world
930,Rh_man_flower4.JPG,NC Duke,Flower features
931,Rh_man_flower6A.jpg,NC Duke,Flower features
932,Rh_man_flower10.JPG,NC Duke,Flower features
933,Rh_man_fruit3.JPG,NC Duke,Fruit or propagule
934,Rh_man_fruit5.JPG,NC Duke,Fruit or propagule
935,Rh_man_leaves11.JPG,NC Duke,Leaf characteristics and shape
936,Rh_man_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
937,Rh_man_siloB.jpg,Deirdre Bean,Silohuette of growth habit
938,Rh_man_stembase2.JPG,NC Duke,Stembase characteristics
939,Rh_man_tree6.JPG,NC Duke,Tree form
940,Rh_muc_bark1.JPG,NC Duke,Bark characteristics
941,Rh_muc_diag3.jpg,NC Duke,Diagnostic feature
942,Rh_muc_diag6B.jpg,NC Duke,Diagnostic feature
943,Rh_muc_distribW2.jpg,NC Duke,Distribution in the world
944,Rh_muc_flower2.JPG,NC Duke,Flower features
945,Rh_muc_flower6.jpg,NC Duke,Flower features
946,Rh_muc_flower8.jpg,NC Duke,Flower features
947,Rh_muc_fruit2.JPG,NC Duke,Fruit or propagule
948,Rh_muc_fruit6A.jpg,NC Duke,Fruit or propagule
949,Rh_muc_leaves1.JPG,NC Duke,Leaf characteristics and shape
950,Rh_muc_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
951,Rh_muc_siloB.jpg,Deirdre Bean,Silohuette of growth habit
952,Rh_muc_stembase2.jpg,NC Duke,Stembase characteristics
953,Rh_muc_tree4.jpg,NC Duke,Tree form
954,Rh_muc_tree5.JPG,NC Duke,Tree form
955,Rh_neo_bark1.JPG,NC Duke,Bark characteristics
956,Rh_neo_diag6A.jpg,NC Duke,Diagnostic feature
957,Rh_neo_diag13.JPG,NC Duke,Diagnostic feature
958,Rh_neo_distribW1.jpg,NC Duke,Distribution in the world
959,Rh_neo_flower1.JPG,NC Duke,Flower features
960,Rh_neo_leaves1.JPG,NC Duke,Leaf characteristics and shape
961,Rh_neo_leaves2.JPG,NC Duke,Leaf characteristics and shape
962,Rh_neo_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
963,Rh_neo_tree1.JPG,NC Duke,Tree form
964,Rh_neo_tree2.JPG,NC Duke,Tree form
965,Rh_rac_bark3.JPG,NC Duke,Bark characteristics
966,Rh_rac_diag6A.jpg,NC Duke,Diagnostic feature
967,Rh_rac_diag16A.jpg,NC Duke,Diagnostic feature
968,Rh_rac_distribW2.jpg,NC Duke,Distribution in the world
969,Rh_rac_flower1.JPG,NC Duke,Flower features
970,Rh_rac_flower2.JPG,NC Duke,Flower features
971,Rh_rac_flower6B.jpg,NC Duke,Flower features
972,Rh_rac_flower7B.jpg,NC Duke,Flower features
973,Rh_rac_flower10.jpg,NC Duke,Flower features
974,Rh_rac_fruit2.jpg,NC Duke,Fruit or propagule
975,Rh_rac_fruit6B.jpg,NC Duke,Fruit or propagule
976,Rh_rac_leaves2.JPG,NC Duke,Leaf characteristics and shape
977,Rh_rac_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
978,Rh_rac_siloB.jpg,Deirdre Bean,Silohuette of growth habit
979,Rh_rac_stembase1.JPG,NC Duke,Stembase characteristics
980,Rh_rac_tree2.jpg,NC Duke,Tree form
981,Rh_rac_tree6B.jpg,NC Duke,Tree form
982,Rh_sam_diag1.JPG,NC Duke,Diagnostic feature
983,Rh_sam_diag3.JPG,NC Duke,Diagnostic feature
984,Rh_sam_distribW2.jpg,NC Duke,Distribution in the world
985,Rh_sam_flower6.JPG,NC Duke,Flower features
986,Rh_sam_flower8.JPG,NC Duke,Flower features
987,Rh_sam_fruit2.JPG,NC Duke,Fruit or propagule
988,Rh_sam_leaves7.JPG,NC Duke,Leaf characteristics and shape
989,Rh_sam_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
990,Rh_sam_siloB.jpg,Deirdre Bean,Silohuette of growth habit
991,Rh_sam_tree4.JPG,NC Duke,Tree form
992,Rh_sam_tree5.JPG,NC Duke,Tree form
993,Rh_sel_bark1.JPG,NC Duke,Bark characteristics
994,Rh_sel_diag3.JPG,NC Duke,Diagnostic feature
995,Rh_sel_diag13.JPG,NC Duke,Diagnostic feature
996,Rh_sel_distribW2.jpg,NC Duke,Distribution in the world
997,Rh_sel_flower4.JPG,NC Duke,Flower features
998,Rh_sel_flower7.JPG,NC Duke,Flower features
999,Rh_sel_flower10.JPG,NC Duke,Flower features
1000,Rh_sel_leaves10.JPG,NC Duke,Leaf characteristics and shape
1001,Rh_sel_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
1002,Rh_sel_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1003,Rh_sel_stembase1.JPG,NC Duke,Stembase characteristics
1004,Rh_sel_tree2.JPG,NC Duke,Tree form
1005,Rh_sty_bark1.jpg,NC Duke,Bark characteristics
1006,Rh_sty_diag3.JPG,NC Duke,Diagnostic feature
1007,Rh_sty_diag8.jpg,NC Duke,Diagnostic feature
1008,Rh_sty_distribW2.jpg,NC Duke,Distribution in the world
1009,Rh_sty_flower2.jpg,NC Duke,Flower features
1010,Rh_sty_flower14.JPG,NC Duke,Flower features
1011,Rh_sty_fruit3.jpg,NC Duke,Fruit or propagule
1012,Rh_sty_leaves1.JPG,NC Duke,Leaf characteristics and shape
1013,Rh_sty_leaves10.JPG,NC Duke,Leaf characteristics and shape
1014,Rh_sty_leaves11.jpg,NC Duke,Leaf characteristics and shape
1015,Rh_sty_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
1016,Rh_sty_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1017,Rh_sty_stembase2.JPG,NC Duke,Stembase characteristics
1018,Rh_sty_tree4.jpg,NC Duke,Tree form
1019,Rh_tom_bark1.JPG,NC Duke,Bark characteristics
1020,Rh_tom_diag1.JPG,NC Duke,Diagnostic feature
1021,Rh_tom_diag8.JPG,NC Duke,Diagnostic feature
1022,Rh_tom_distribW2.jpg,NC Duke,Distribution in the world
1023,Rh_tom_flower5.JPG,NC Duke,Flower features
1024,Rh_tom_flower6.JPG,NC Duke,Flower features
1025,Rh_tom_leaves4.JPG,NC Duke,Leaf characteristics and shape
1026,Rh_tom_leaves5.JPG,NC Duke,Leaf characteristics and shape
1027,Rh_tom_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
1028,Rh_tom_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1029,Rh_tom_tree2.JPG,NC Duke,Tree form
1030,Sc_hyd_bark3.jpg,NC Duke,Bark characteristics
1031,Sc_hyd_diag1.JPG,NC Duke,Diagnostic feature
1032,Sc_hyd_distribW2.jpg,NC Duke,Distribution in the world
1033,Sc_hyd_flower1.JPG,NC Duke,Flower features
1034,Sc_hyd_flower2.JPG,NC Duke,Flower features
1035,Sc_hyd_fruit1.JPG,NC Duke,Fruit or propagule
1036,Sc_hyd_fruit2.JPG,NC Duke,Fruit or propagule
1037,Sc_hyd_leaves2.JPG,NC Duke,Leaf characteristics and shape
1038,Sc_hyd_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
1039,Sc_hyd_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1040,Sc_hyd_stembase2.JPG,NC Duke,Stembase characteristics
1041,Sc_hyd_tree2.jpg,NC Duke,Tree form
1042,Sh_ter_bark1.jpg,NC Duke,Bark characteristics
1043,Sh_ter_distribW1.jpg,NC Duke,Distribution in the world
1044,Sh_ter_flowers2.jpg,NC Duke,Flower features
1045,Sh_ter_fruits1.jpg,NC Duke,Fruit or propagule
1046,Sh_ter_fruits2.jpg,NC Duke,Fruit or propagule
1047,Sh_ter_leaves2.jpg,NC Duke,Leaf characteristics and shape
1048,Sh_ter_leaves3.jpg,NC Duke,Leaf characteristics and shape
1049,Sh_ter_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
1050,Sh_ter_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
1051,Sh_ter_stembase1.jpg,NC Duke,Stembase characteristics
1052,Sh_ter_tree1.jpg,NC Duke,Tree form
1053,Sh_ter_tree11.jpg,NC Duke,Tree form
1054,So_alb_bark1.JPG,NC Duke,Bark characteristics
1055,So_alb_diag1.JPG,NC Duke,Diagnostic feature
1056,So_alb_distribW2.jpg,NC Duke,Distribution in the world
1057,So_alb_flower3.JPG,NC Duke,Flower features
1058,So_alb_flower5.jpg,NC Duke,Flower features
1059,So_alb_fruit4.jpg,NC Duke,Fruit or propagule
1060,So_alb_fruit6.jpg,NC Duke,Fruit or propagule
1061,So_alb_fruit8.jpg,NC Duke,Fruit or propagule
1062,So_alb_leaves3.jpg,NC Duke,Leaf characteristics and shape
1063,So_alb_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
1064,So_alb_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1065,So_alb_stembase3.jpg,NC Duke,Stembase characteristics
1066,So_alb_tree3.jpg,NC Duke,Tree form
1067,So_ape_bark1.jpg,NC Duke,Bark characteristics
1068,So_ape_distribW2.jpg,NC Duke,Distribution in the world
1069,So_ape_flower3.jpg,NC Duke,Flower features
1070,So_ape_flower4.jpg,NC Duke,Flower features
1071,So_ape_flower5.jpg,NC Duke,Flower features
1072,So_ape_fruit1.jpg,NC Duke,Fruit or propagule
1073,So_ape_leaves1.jpg,NC Duke,Leaf characteristics and shape
1074,So_ape_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
1075,So_ape_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1076,So_ape_stembase1.jpg,NC Duke,Stembase characteristics
1077,So_ape_tree1.jpg,NC Duke,Tree form
1078,So_cas_bark1.JPG,NC Duke,Bark characteristics
1079,So_cas_distribW2.jpg,NC Duke,Distribution in the world
1080,So_cas_flower1.jpg,NC Duke,Flower features
1081,So_cas_flower6.jpg,NC Duke,Flower features
1082,So_cas_fruit1.JPG,NC Duke,Fruit or propagule
1083,So_cas_fruit3.jpg,NC Duke,Fruit or propagule
1084,So_cas_leaves3.jpg,NC Duke,Leaf characteristics and shape
1085,So_cas_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
1086,So_cas_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1087,So_cas_stembase4.jpg,NC Duke,Stembase characteristics
1088,So_cas_tree6.jpg,NC Duke,Tree form
1089,So_gri_bark1.JPG,NC Duke,Bark characteristics
1090,So_gri_distribW2.jpg,NC Duke,Distribution in the world
1091,So_gri_flower1.JPG,NC Duke,Flower features
1092,So_gri_flower3.JPG,NC Duke,Flower features
1093,So_gri_flower4.JPG,NC Duke,Flower features
1094,So_gri_fruit1.JPG,NC Duke,Fruit or propagule
1095,So_gri_leaves2.JPG,NC Duke,Leaf characteristics and shape
1096,So_gri_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
1097,So_gri_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1098,So_gri_stembase1.JPG,NC Duke,Stembase characteristics
1099,So_gri_stembase2.JPG,NC Duke,Stembase characteristics
1100,So_gri_stembase3.JPG,NC Duke,Stembase characteristics
1101,So_gri_tree1.JPG,NC Duke,Tree form
1102,So_gul_bark1.jpg,NC Duke,Bark characteristics
1103,So_gul_distribW2.jpg,NC Duke,Distribution in the world
1104,So_gul_flower2.jpg,NC Duke,Flower features
1105,So_gul_flower7.jpg,NC Duke,Flower features
1106,So_gul_fruit2.jpg,NC Duke,Fruit or propagule
1107,So_gul_fruit4.jpg,NC Duke,Fruit or propagule
1108,So_gul_leaves1.JPG,NC Duke,Leaf characteristics and shape
1109,So_gul_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
1110,So_gul_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1111,So_gul_tree2.jpg,NC Duke,Tree form
1112,So_gul_tree6B.jpg,NC Duke,Tree form
1113,So_hai_distribW2.jpg,NC Duke,Distribution in the world
1114,So_hai_estuar1.jpg,Diana Kleine,Estuarine occurrence
1115,So_hai_flower1b.jpg,NC Duke,Flower features
1116,So_hai_flower2b.jpg,NC Duke,Flower features
1117,So_hai_flower4.JPG,NC Duke,Flower features
1118,So_hai_fruit1b.jpg,NC Duke,Fruit or propagule
1119,So_hai_leaves1b.jpg,book,Leaf characteristics and shape
1120,So_hai_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
1121,So_hai_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1122,So_hai_tree1.JPG,NC Duke,Tree form
1123,So_hai_tree2.JPG,NC Duke,Tree form
1124,So_hai_tree11.JPG,NC Duke,Tree form
1125,So_hai_zone1.jpg,Diana Kleine,Intertidal zone position
1126,So_lan_bark1.jpg,NC Duke,Bark characteristics
1127,So_lan_distribW2.jpg,NC Duke,Distribution in the world
1128,So_lan_flower2.jpg,NC Duke,Flower features
1129,So_lan_fruit1.JPG,NC Duke,Fruit or propagule
1130,So_lan_fruit2.jpg,NC Duke,Fruit or propagule
1131,So_lan_leaves2.jpg,NC Duke,Leaf characteristics and shape
1132,So_lan_leaves3.jpg,NC Duke,Leaf characteristics and shape
1133,So_lan_leaves6B.jpg,NC Duke,Leaf characteristics and shape
1134,So_lan_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
1135,So_lan_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1136,So_lan_tree1.jpg,NC Duke,Tree form
1137,So_ova_diag5.JPG,NC Duke,Diagnostic feature
1138,So_ova_distribW2.jpg,NC Duke,Distribution in the world
1139,So_ova_flower2.JPG,NC Duke,Flower features
1140,So_ova_flower6.JPG,NC Duke,Flower features
1141,So_ova_flower8.JPG,NC Duke,Flower features
1142,So_ova_fruit2.JPG,NC Duke,Fruit or propagule
1143,So_ova_fruit5.JPG,NC Duke,Fruit or propagule
1144,So_ova_leaves4.JPG,NC Duke,Leaf characteristics and shape
1145,So_ova_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
1146,So_ova_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1147,So_ova_stembase1.JPG,NC Duke,Stembase characteristics
1148,So_ova_stembase3.JPG,NC Duke,Stembase characteristics
1149,So_ova_tree2.JPG,NC Duke,Tree form
1150,So_ura_bark1.jpg,NC Duke,Bark characteristics
1151,So_ura_distribW2.jpg,NC Duke,Distribution in the world
1152,So_ura_flower3.jpg,NC Duke,Flower features
1153,So_ura_flower4.jpg,NC Duke,Flower features
1154,So_ura_fruit1.jpg,NC Duke,Fruit or propagule
1155,So_ura_fruit2B.jpg,NC Duke,Fruit or propagule
1156,So_ura_leaves1.jpg,NC Duke,Leaf characteristics and shape
1157,So_ura_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
1158,So_ura_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1159,So_ura_stembase1.jpg,NC Duke,Stembase characteristics
1160,So_ura_tree1.jpg,NC Duke,Tree form
1161,Ta_pal_distribW2.jpg,NC Duke,Distribution in the world
1162,Ta_pal_flower1.jpg,NC Duke,Flower features
1163,Ta_pal_flower2.jpg,NC Duke,Flower features
1164,Ta_pal_fruit2w.jpg,NC Duke,Fruit or propagule
1165,Ta_pal_fruit3w.jpg,NC Duke,Fruit or propagule
1166,Ta_pal_leaves2w.jpg,NC Duke,Leaf characteristics and shape
1167,Ta_pal_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
1168,Ta_pal_tree1.jpg,NC Duke,Tree form
1169,Ta_pal_tree1w.jpg,NC Duke,Tree form
1170,Th_pop_bark1.JPG,NC Duke,Bark characteristics
1171,Th_pop_distribW2.jpg,NC Duke,Distribution in the world
1172,Th_pop_flower1.JPG,NC Duke,Flower features
1173,Th_pop_fruit2.JPG,NC Duke,Fruit or propagule
1174,Th_pop_fruit3.JPG,NC Duke,Fruit or propagule
1175,Th_pop_leaves1.JPG,NC Duke,Leaf characteristics and shape
1176,Th_pop_leaves4.JPG,NC Duke,Leaf characteristics and shape
1177,Th_pop_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1178,Th_pop_tree2.JPG,NC Duke,Tree form
1179,Xy_gra_bark3.jpg,NC Duke,Bark characteristics
1180,Xy_gra_distribW2.jpg,NC Duke,Distribution in the world
1181,Xy_gra_flower3.jpg,NC Duke,Flower features
1182,Xy_gra_flower4.jpg,NC Duke,Flower features
1183,Xy_gra_fruit4.jpg,NC Duke,Fruit or propagule
1184,Xy_gra_fruit6B.jpg,NC Duke,Fruit or propagule
1185,Xy_gra_leaves2.JPG,NC Duke,Leaf characteristics and shape
1186,Xy_gra_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
1187,Xy_gra_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
1188,Xy_gra_stembase3.jpg,NC Duke,Stembase characteristics
1189,Xy_gra_tree1.JPG,NC Duke,Tree form
1190,Xy_mol_bark3.jpg,NC Duke,Bark characteristics
1191,Xy_mol_diag1.jpg,NC Duke,Diagnostic feature
1192,Xy_mol_distribW2.jpg,NC Duke,Distribution in the world
1193,Xy_mol_flower1.jpg,NC Duke,Flower features
1194,Xy_mol_fruit4.jpg,NC Duke,Fruit or propagule
1195,Xy_mol_fruit5.jpg,NC Duke,Fruit or propagule
1196,Xy_mol_leaves1.jpg,NC Duke,Leaf characteristics and shape
1197,Xy_mol_leaves2.jpg,NC Duke,Leaf characteristics and shape
1198,Xy_mol_leaves4.jpg,NC Duke,Leaf characteristics and shape
1199,Xy_mol_phen1.jpg,NC Duke,Months of flowering and fruiting by Latitude
1200,Xy_mol_siloCB.jpg,Deirdre Bean,Silohuette of growth habit
1201,Xy_mol_stembase4.jpg,NC Duke,Stembase characteristics
1202,Xy_mol_tree4.jpg,NC Duke,Tree form
1203,Xy_mol_tree6B.jpg,NC Duke,Tree form
1204,Xy_rum_bark2.jpg,NC Duke,Bark characteristics
1205,Xy_rum_distribW2B.jpg,NC Duke,Distribution in the world
1206,Xy_rum_flower6B.jpg,NC Duke,Flower features
1207,Xy_rum_fruit1.jpg,NC Duke,Fruit or propagule
1208,Xy_rum_fruit2.jpg,NC Duke,Fruit or propagule
1209,Xy_rum_leaves2.jpg,NC Duke,Leaf characteristics and shape
1210,Xy_rum_phen2.jpg,NC Duke,Months of flowering and fruiting by Latitude
1211,Xy_rum_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1212,Xy_rum_stembase3.jpg,NC Duke,Stembase characteristics
1213,Xy_rum_tree1.jpg,NC Duke,Tree form
1214,Xy_rum_tree2.jpg,NC Duke,Tree form
1215,Xy_rum_tree3.jpg,NC Duke,Tree form
1216,Za_roe_distribW2.jpg,NC Duke,Distribution in the world
1217,Za_roe_flower1w.jpg,NC Duke,Flower features
1218,Za_roe_fruit1w.jpg,NC Duke,Fruit or propagule
1219,Za_roe_fruit3w.jpg,NC Duke,Fruit or propagule
1220,Za_roe_leaves1w.jpg,NC Duke,Leaf characteristics and shape
1221,Za_roe_leaves3w.jpg,NC Duke,Leaf characteristics and shape
1222,Za_roe_leaves5w.jpg,NC Duke,Leaf characteristics and shape
1223,Za_roe_leaves6w.jpg,NC Duke,Leaf characteristics and shape
1224,Za_roe_siloB.jpg,Deirdre Bean,Silohuette of growth habit
1225,Za_roe_tree1w.jpg,NC Duke,Tree form
1226,Za_roe_tree4w.jpg,NC Duke,Tree form
